As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status,Anomaly,Comments
2024-02-27,0000,1623456,6783,USD,ALL OTHER LOANS,DEFERRED COSTS,20960,8919,12041,break,Yes,Sudden drop in IHub balance
2023-09-30,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35870,35870,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35509,35509,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48215,48215,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33377,33377,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13806,13806,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,40386,49383,-8997,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16287,16287,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,28734,28734,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,15054,15054,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23190,23190,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42916,42916,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10186,24952,-14766,break,Yes,Huge spike in outstanding balances
2023-09-30,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,33251,33251,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,16308,16308,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,20941,20941,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,42778,42778,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,27360,27360,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,30605,45290,-14685,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,18400,18400,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,27093,27093,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,21384,21384,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,48383,48383,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,33807,33807,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,18027,18027,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,40694,40694,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,28125,28125,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,18834,18834,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,14640,14640,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,25719,25719,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,17263,17263,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41440,41440,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17334,17334,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41736,41736,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,28237,28237,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39101,39101,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10401,10401,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,26127,26127,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,10272,10272,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,33264,33264,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,47091,47091,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,21439,21439,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1623456,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,10268,10268,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26860,27189,-329,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43201,42340,861,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,19998,19958,40,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45841,45331,510,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13316,13182,134,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12420,12929,-509,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,2222,1619205,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,14506,15377,-871,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,2222,1619205,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30066,29327,739,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,2222,1619205,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22999,23580,-581,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,2222,1619205,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42046,42149,-103,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,2222,1619205,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24665,24177,488,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,2222,1619205,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12204,12266,-62,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48277,48277,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44471,44471,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47110,47110,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34432,34432,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43253,43253,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1623456,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13830,2276,11554,break,Yes,Sudden drop in IHub balance
2023-09-30,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41032,41032,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39531,39531,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,40183,40183,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23488,23488,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49328,49328,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,19265,32767,-13502,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,16550,16550,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,20761,20761,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,30899,30899,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,25917,25917,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,35344,35344,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,16334,26407,-10073,break,Yes,Huge spike in outstanding balances
2023-09-30,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24451,24451,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35219,35219,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46724,46724,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32299,32299,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35496,35496,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,5402,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47180,47180,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1619205,6783,USD,ALL OTHER LOANS,PRINCIPAL,38132,38132,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1619205,6783,USD,ALL OTHER LOANS,PRINCIPAL,12269,12269,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1619205,6783,USD,ALL OTHER LOANS,PRINCIPAL,22890,22890,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1619205,6783,USD,ALL OTHER LOANS,PRINCIPAL,23375,23375,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1619205,6783,USD,ALL OTHER LOANS,PRINCIPAL,24398,24398,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1619205,6783,USD,ALL OTHER LOANS,PRINCIPAL,45912,45912,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,20424,20424,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,35259,35259,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,35493,35493,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,39826,39826,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,40467,40467,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,4398,USD,ALL OTHER LOANS,DEFERRED COSTS,23124,31198,-8074,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,41319,41319,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,32832,32832,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,28011,28011,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,18508,18508,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,41238,41238,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED COSTS,47095,57864,-10769,break,Yes,Huge spike in outstanding balances
2023-09-30,0000,1634789,6783,USD,ALL OTHER LOANS,PRINCIPAL,45235,45235,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,6783,USD,ALL OTHER LOANS,PRINCIPAL,32880,32880,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,6783,USD,ALL OTHER LOANS,PRINCIPAL,45979,45979,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,6783,USD,ALL OTHER LOANS,PRINCIPAL,17795,17795,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,6783,USD,ALL OTHER LOANS,PRINCIPAL,14697,14697,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,6783,USD,ALL OTHER LOANS,PRINCIPAL,44752,44752,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17492,17492,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36940,36940,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34282,34282,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38798,38798,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33646,33646,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16169,11037,5132,break,Yes,Sudden drop in IHub balance
2023-09-30,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,30798,30798,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,14198,14198,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,13648,13648,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,49224,49224,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,32717,32717,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED COSTS,29126,29126,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13345,13345,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35064,35064,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22946,22946,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10671,10671,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23674,23674,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1634789,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33694,44571,-10877,break,Yes,Huge spike in outstanding balances
2023-09-30,2222,1634789,5402,EUR,ALL OTHER LOANS,PRINCIPAL,41035,41035,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,5402,EUR,ALL OTHER LOANS,PRINCIPAL,32886,32886,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,5402,EUR,ALL OTHER LOANS,PRINCIPAL,17640,17640,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,5402,EUR,ALL OTHER LOANS,PRINCIPAL,17365,17365,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,5402,EUR,ALL OTHER LOANS,PRINCIPAL,47648,47648,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,5402,EUR,ALL OTHER LOANS,PRINCIPAL,42563,42563,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13245,12694,551,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17619,17826,-207,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48648,48534,114,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25194,24428,766,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32797,32025,772,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,2222,1619205,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38630,38675,-45,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25992,25992,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11179,11179,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31438,31438,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26158,26158,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,28349,28349,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12838,12838,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12070,12070,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44296,44296,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45980,45980,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49072,49072,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,14975,14975,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,5402,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23911,23911,0,match,No,Outstanding balances are in line with previous months
2023-09-30,1111,1623456,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24252,24252,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1623456,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34559,34559,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39952,39952,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33464,33464,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32293,32293,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,4398,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31224,31224,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,35686,35686,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,44603,44603,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,21701,21701,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,16693,16693,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,22747,22747,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,28426,14767,13659,break,Yes,Sudden drop in IHub balance
2023-09-30,1111,1623456,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,20165,20165,0,match,No,Outstanding balances are in line with previous months
2023-10-30,1111,1623456,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,14447,14447,0,match,No,Outstanding balances are in line with previous months
2023-11-29,1111,1623456,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,44081,44081,0,match,No,Outstanding balances are in line with previous months
2023-12-29,1111,1623456,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,12898,12898,0,match,No,Outstanding balances are in line with previous months
2024-01-28,1111,1623456,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,39429,39429,0,match,No,Outstanding balances are in line with previous months
2024-02-27,1111,1623456,6783,EUR,ALL OTHER LOANS,DEFERRED COSTS,41270,30407,10863,break,Yes,Sudden drop in IHub balance
2023-09-30,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,19436,19436,0,match,No,Outstanding balances are in line with previous months
2023-10-30,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,21145,21145,0,match,No,Outstanding balances are in line with previous months
2023-11-29,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,46094,46094,0,match,No,Outstanding balances are in line with previous months
2023-12-29,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,40341,40341,0,match,No,Outstanding balances are in line with previous months
2024-01-28,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,46102,46102,0,match,No,Outstanding balances are in line with previous months
2024-02-27,2222,1634789,5402,USD,ALL OTHER LOANS,PRINCIPAL,24793,24793,0,match,No,Outstanding balances are in line with previous months
2023-09-30,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,41923,41923,0,match,No,Outstanding balances are in line with previous months
2023-10-30,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,21959,21959,0,match,No,Outstanding balances are in line with previous months
2023-11-29,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,42642,42642,0,match,No,Outstanding balances are in line with previous months
2023-12-29,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,45289,45289,0,match,No,Outstanding balances are in line with previous months
2024-01-28,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,27406,27406,0,match,No,Outstanding balances are in line with previous months
2024-02-27,0000,1623456,5402,USD,ALL OTHER LOANS,DEFERRED COSTS,28976,28976,0,match,No,Outstanding balances are in line with previous months
2023-09-30,2222,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30421,31306,-885,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,2222,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23270,23425,-155,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,2222,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11213,11178,35,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,2222,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26663,25784,879,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,2222,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,12902,12086,816,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,2222,1619205,6783,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,40527,40797,-270,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48860,49594,-734,break,Yes,Inconsistent variations in outstanding balances
2023-10-30,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45173,44295,878,break,Yes,Inconsistent variations in outstanding balances
2023-11-29,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,27468,28154,-686,break,Yes,Inconsistent variations in outstanding balances
2023-12-29,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,33265,34264,-999,break,Yes,Inconsistent variations in outstanding balances
2024-01-28,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36937,37312,-375,break,Yes,Inconsistent variations in outstanding balances
2024-02-27,2222,1619205,4398,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34658,34890,-232,break,Yes,Inconsistent variations in outstanding balances
2023-09-30,1111,1623456,6783,EUR,ALL OTHER LOANS,PRINCIPAL,46872,46872,0,match,No,Outstanding balances are in line with previous months
